,overall,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,vote,style,image
564623,4,False,"04 3, 2017",A17BUUBOU0598B,B006K3QOJ2,Mark,"I am not sure how they do it, but Fisher makes unsalted nuts that somehow taste better than other unsalted brands.  As a rule I definitely seek out salted and honey roasted nuts.  These unsalted nuts are not only healthier, but they are better for cooking.  With no added salt or sodium, you don't have to fear messing up a recipe by using them.

These are a great value here too.  Not only does the taste make me more likely to eat unsalted nuts that I would normally avoid, but the great value makes me more likely to order them now and in the future.  This is an easy recommendation.  The nuts taste great and are a great value.",Fisher Unsalted Dry Roast Peanuts - No Added Salt or Sodium!,1491177600,,"{'Size:': ' 14 Ounce', 'Flavor:': ' Flavor No Salt'}",
1021488,1,True,"10 22, 2016",A1LEASSO7N9KW1,B0000T6VOU,PMH,Extremely disappointing. Hard as a brick. No taste.,One Star,1477094400,,,
851385,4,False,"11 7, 2016",AHRHMLFHTEZHN,B00M1EK43G,Mary Birdine,Not much flavor and the yogurt was fine. Will not order again,Four Stars,1478476800,,,
1103489,4,True,"10 15, 2017",A206E0V7OIDWLS,B00EAMUET6,Heidi Reed,okay,Four Stars,1508025600,,{'Size:': ' (Pack of 8)'},
43242,5,True,"12 15, 2014",A3CY9II25SYTF6,B000B6J54U,michael b crabtree,very fresh product.excellent price. Will never buy small containers at high prices again.,A 1 value,1418601600,,{'Size:': ' 13-Ounce'},
1114697,4,True,"07 31, 2018",A1DKSFS6UUB3WM,B00JG6Z1M6,jek in the box,Finally a decaf caramel tea! Delicious!,Four Stars,1532995200,,,
200025,1,True,"07 3, 2016",A116PIE7Z2SNYD,B00117YT4Y,Carolyn H.,Tastes awful.  Has a sweet aftertaste and it clumps up in liquids.  Not for me.,Not for me,1467504000,,"{'Size:': ' 12 ounce', 'Flavor:': ' Purely Unflavored'}",
779403,5,False,"01 10, 2017",A1KLM9FKUVEMNR,B00GVITS62,jazzy,Addictive! Do not buy one bag.,Five Stars,1484006400,,"{'Size:': ' 6 Ounce', 'Flavor:': ' Classic Caramel'}",
236030,5,True,"06 30, 2016",A144CCH75W0C33,B000WS1KOA,MSW,Fresh and full of flavor.,Fresh and full of flavor.,1467244800,,{'Size:': ' 1-Pack'},
998918,5,False,"10 25, 2016",A1INBO2JAZBT91,B01D0T3CF2,Mz,Good tasting tea. I recommend it for tea lovers.,Five Stars,1477353600,,{'Flavor:': ' Vanilla'},
476341,5,True,"12 1, 2015",A2PFOXVWU23N6T,B004N8LMFM,Barbara,Fun for Grands,Five Stars,1448928000,,{'Size:': ' 1Pack'},
664706,4,False,"01 15, 2015",A2ZJ8FD9R4MFVB,B00BPX4OPS,I. M. Confused,"Listen people: Chinese do not eat Gogi berry raw,we cook them or soak them in hot water for a while until it plum up, do not eat more than 20 a day ,or you will have gogi poison, we also put in soup like chicken ,Chinese woodear, shiitake mushroom...,we also use gogi with hot boiling water in tea to drink ,we normally rinse it first,then cook it with water for few mins,you can eat with yogurt or making smoothie, cook with oatmeal, gogi is very good for your eye sight,so elder Chinese use it often.  hope this help!","we also put in soup like chicken, Chinese woodear",1421280000,9,,
37815,3,True,"09 5, 2011",A1JK7U29CQFYJT,B0009F3QKM,Glo,This tea tastes good but it does nothing for the slimming process.  It does not make you less hungry.  It has the same effect as regular tea.,Yogi slim tea,1315180800,,,
1064836,5,True,"10 26, 2015",A28N9AE45R6HO7,B0046LH868,Diane,so much easier then opening a bunch of little cans,Five Stars,1445817600,,,
419800,5,True,"05 25, 2013",A3072VKAJZ18X0,B003JMC5MC,Meglet,"I never thought I'd describe any beverage as being ""beautiful"", but it's the first word that came to mind. It fits.

A GARDEN OF FRAGRANCE AND FLAVOR

This tea is so enchantingly fragranced, I feel I could put a few bags in my drawers as sachets! It's a strong scent with a correspondingly strong flavor. I have 1 tea bag steeped in 16 oz of water, twice the recommended 8 oz, and it's so perfectly flavored, I can't imagine what it would be like concentrated in just 8 ounces.

But don't get me wrong. I LOVE this flavor. It reminds me of something from childhood but I don't know what, and every sip I take makes me more comfortable and content. It's an unmistakeable floral flavor, with the slightest hint of something spicy in the smooth aftertaste. It's a great springtime flavor. I think it would be very fun for little girls' tea parties, with a nap to follow.

REST AND RELAX WITH ROSES & MORE

Ah yes, a nap. I love naps!  This tea is named ""Rest"" because it's a naturally caffeine-free herbal tea featuring, among other herbs, Valerian Root, a gentle sleep aid that's been used for centuries. I have to be careful not to drink *too* much of it in the daytime, though fortunately I already take a delicious afternoon nap almost every day, now preceeded by a cup of tea with a bit of reading. I have begun to notice a definite improvement in my overnight sleep and I fall asleep must quicker when I drink this tea at bedtime. I used to have a terrible time falling asleep at night due to arthritis pain and anxiety, even with prescriptions like Opana, Lunesta, and Clonazepam. But this tea!  What a pleasant way to take (doctor approved) herbal supplements - that work!

PAIN MANAGEMENT?! - THROUGH ""RES'TEA'iNG""

A good night's sleep and lots of rest are incredibly helpful for reducing arthritis pain. So this tea has turned out to be a great help for me as I suffer from severe Juvenile Rheumatoid Arthritis, which I've had for 29 years, since I was age 3. In that time, it has done a number on all the joints in my body, and the damage severely limits mobility and cause serious tormenting pain. It's gotten very difficult to control in the last few years, so any little thing that improves my comfort level is enthusiastically embraced. (in fact, if you're reading this and have any suggestions, helpful tops or tricks for living with RA, please leave a comment!)

But i am getting off topic. You see, originally I didn't buy this tea for use as a sleep aid, or to help me with JRA. I bought this tea because I LOVE ROSES! And this tea delivers!!

A SIMPLE, REFRESHING WAY TO ENJOY YOUR TEA

I am at this moment drinking my tea cold, by an unusual and very easy method. I stick a Tazo bag in a bottle of water (by folding it in half) and let it steep, then shake up the bottle and drink. I leave the teabag inside because it won't easily come back out. No matter, because it makes for a fun, flavorful, cool drink to chill with. Possibly leading to a nap ;) Plus I always refill the bottle once to get the most out of the teabag (and the bottle!) Then, if I can, I pull the teabag out (by then indeed I often can) and can recycle the bottle. I have a nice little routine going strong!

I just now made sure to order the 6-pack offered by Amazon with Amazon Prime, so in a few days I'll have 6 boxes of Rest tea - 96 teabags! Enough for now . . . ;)","Beautiful flavor that comforts & quiets, even eases pain. I have an unusual, easy method of drinking it that you can try!",1369440000,3,,
523693,1,False,"07 25, 2012",A1H73NW4DTNR1O,B005G2FC50,Amazon Woman,"Very disingenuous label and marketing.  It's reconstituted from concentrate and has ""natural flavoring"" (not labeled as organic btw) which can be anything including MSG.

Don't bother with this poser.",Not the real deal. It's been altered.,1343174400,38,"{'Size:': ' 11 Ounce (Pack of 12)', 'Flavor:': ' Original'}",
859963,5,False,"11 2, 2014",A2BYV7S1QP2YIG,B00MWMUWWU,Dr. Oceanfront,"Hmmm... But now i want ALL the tea in China.

D. Fowler has an excellent review on this product, and i basically concur with everything she say. It is clear she has a very extensive knowledge of tea, and even Chinese preparation methods, which I was less aware of so considered myself learned!

Please read her review she covers everything.

I found the taste to be unique but overall i liked it. I kinda love the 'mystique' in terms of it being picked from a 500 year old tree. I was hoping to develop superpowers and be able run across the roof of buildings but it didn't happen.

I think it will be an occasional tea for me but you get a lot of tea, it comes in a fancy packet so my immediate company will think i know as much about this as D.Fowler.

Product provided for review",Great item,1414886400,,{'Flavor:': ' Raw Tea'},
1080541,5,True,"12 13, 2017",A127YTDNOWY1KM,B006M4I8CU,Spider mom,My kids really like these . Well one loves them anyway . My daughter won't eat it because its ugly compared to the other bars I buy lol first world problems. I like them . They really nailed it . Im picky Af and I approve,Ugly but yummy,1513123200,,{'Flavor:': ' Carrot Cake'},
602554,5,True,"10 23, 2014",A9BWXZLOX6YFN,B00859PKLM,amazon customer,"Despite being labeled as a ""citrus"" flavor I'd say these are basically just orange flavored.  They taste a little bit like orange sherbert.  You don't get a lot of them for what you pay for, though.",They taste a little bit like orange sherbert,1414022400,3,,
689,5,True,"08 8, 2015",A141XQHJS3NIMX,B0000A0BS5,RICHARD RUDDELL,Good stuff,Good stuff,1438992000,,,
1078858,5,True,"11 26, 2016",A2NLPEF3GXKZNH,B00637I2U4,GW,Classic candy,Five Stars,1480118400,,,
693054,5,True,"05 24, 2016",A15WHKL8UB264W,B00CPBS2E8,West Coast 46,Part of our morning green tea day start. We mix the Jasmine with high quality green tea leaf.,Great Taste and Value,1464048000,,,
1097662,4,True,"01 15, 2017",A16W904G283NT8,B00CIZCV84,bklyn bjorn,fresh,2 arrived broken,1484438400,,,
507777,5,True,"01 28, 2015",A33T5WYF8YRGDH,B0054TWQ2C,Autumn,Item just as described.,Five Stars,1422403200,,"{'Size:': ' 3.03 Ounce (Pack of 12)', 'Flavor:': ' Spicy Chicken'}",
889662,5,True,"11 16, 2014",A3V4NK3JKV9Z72,B00QU79XVE,PD,"These snack items are great tasting - I have them in my briefcase all the time for a quick snack between meals and when there is no time for lunch.  Good food, healthy, big protein - thank you Nick.",Yes for Nick's,1416096000,,,
688492,4,True,"10 12, 2013",AA1ZYCEKJGG3A,B00CJC93MI,Nuri K,"It's better tasting than similar products, most famously Kraft.
Still, it's a tad too expensive for mass-produced Parmesan, I'll probably watch for sales and order again at a more reasonable price.",Better than alternatives,1381536000,,,
304159,4,True,"08 21, 2011",A3KZLIEGCSSM5L,B001E5E1MI,1104,Jarrow EVCO is becoming too expensive but other brands in its price range fell short. Nutiva is almost as good in flavor & aroma. It's at the moment more cost effective & I like that I now have options at this price point.  Good coconut flavor & aroma; my household uses it as the Primary oil for all cooking uses & as a health supplement. We go through at least 16oz per week.,HIGH QUALITY,1313884800,,,
211813,5,False,"06 2, 2017",A2FP54NKYNWDWW,B0014DZGUQ,julia,"Yes, I bought it, I used it, it seems to do the job",Egg replacer,1496361600,,{'Size:': ' 16'},
876671,5,True,"05 2, 2016",A28UE02NW7T2KA,B00OXAXUIM,Annie,Loved the taste! I am buying it in the store.,Five Stars,1462147200,,,
1095227,5,True,"03 7, 2015",A2QQ47RCPENHPP,B00BTL3HOK,Lucky1,Great sugar substitute,Sweet Without the Risks,1425686400,,,
798062,4,True,"05 30, 2016",AMLDED53I2C28,B00I08JQPY,Amazonian Fan,K-cups can be pricey.  Nice to get a discount and get it fast with Prime.,Buy bulk baby!,1464566400,,,
380854,5,True,"09 8, 2014",AL4K1OX493GQO,B002978HHA,cy,good,Five Stars,1410134400,,,
70782,5,True,"06 27, 2013",A31TP7YTIUNF9,B000EITYUU,Z-Z,"This is the only salt I use in the kitchen!! It tastes good, It is great for your body and health!!",Healthiest salt you can consume!!!,1372291200,2,"{'Size:': ' 8 oz.', 'Style:': ' Shaker'}",
205923,5,True,"10 2, 2015",A2JE3P1E5TOED4,B0012OTF3Q,Elisa,We enjoy this vanilla in baked goods and in warm cinnamon milk.,Nice flavor,1443744000,,"{'Size:': ' 2 fl oz', 'Flavor:': ' Pure'}",
923111,5,True,"11 22, 2016",A3TZKQS4BL04EK,B00W4AY9BA,victor hauser,Excellent product.,Five Stars,1479772800,,{'Size:': ' 2lb'},
1113440,5,True,"07 27, 2015",A3SF4YRHUN9L0V,B00IV2R9T4,S.,Very good candy.,"Clean sweets, be careful and don't eat too many, it's so easy to do!",1437955200,,,
362706,5,True,"05 22, 2014",A3HJOKYEV152QJ,B001V76MFS,prime-diva-01930,"work vending machine, fresh, no problems with exp dates.",pringles,1400716800,,"{'Size:': ' 36 Count', 'Flavor:': ' Pringles Variety'}",
1108040,5,False,"09 25, 2017",A3FIBHUNT6OL6K,B00G8UABM8,anita312,Excellent product! Love it!,Five Stars,1506297600,,,
859527,5,True,"03 18, 2016",A2XSILJ0DMN037,B00MW29K6O,CAPE,Great candy!,Five Stars,1458259200,,,
218083,5,True,"10 5, 2016",AMWKLYO0U656,B001534QYW,Mi Kim,Great,Five Stars,1475625600,,"{'Size:': ' 24-pack', 'Flavor:': ' Raspberry Acai Green Tea'}",
1052740,5,True,"05 21, 2018",A3EKNWZOV3EZXC,B001M09BQQ,CH,Good price,Fast delivery,1526860800,,{'Flavor:': ' Apples and Cinnamon Oatmeal'},
1120845,5,True,"06 26, 2017",A2OCNBTS862SZ4,B00MQ50DBS,VL Garcia,"I'm not a coffee lover, but am trying to get away from the diet soda, and this brand of coffee is the only one I've found that actually tastes good to me!",A great coffee,1498435200,,,
39614,5,True,"01 22, 2012",AHNUQNIC0UBEL,B0009PAVQY,B Aklestad,Great & Healthy Oil. Try it out for yourself. Use it with all your Fried foods. Price point works too as it is one of the best Oils around.,"Five Star, Awesome Oil!",1327190400,3,,
486391,5,True,"05 5, 2018",ASDQLHPM3E6SE,B004VJRENC,Aggs,As advertised.,Five Stars,1525478400,,{'Flavor:': ' Prism Watermelon'},
795929,5,True,"01 7, 2016",A1BXJL82KDUIAQ,B00HWHU0CM,R. Stout,Great natural flavor,Love love love,1452124800,2,"{'Size:': ' 1Lb', 'Flavor:': ' Milk'}",
245819,4,False,"08 28, 2008",A2I5LVVQ7WXEH6,B000YVOHBI,JEFF SMITH,"Well, I must admit that I was skeptical and a little bias since I drink caffeinated coffee normally, but the convenience of the packaging and the ease of measurement (sleeves) got my interest.

When I opened sleeve and poured the crystals into my mug I was surprised at the rich aroma.  Then, adding hot water and stirring, a light foam came to the top, sort of like an expresso.  I first tasted it without any additions.  The flavor seemed full but the kick I am use to in caffeinated coffee was not there.  After adding the cream and sugar, the flavor still was full and pleasant.

My feeling is this is a great, convenient product for traveling or backpacking. It is convenient because of the small package sizing that I received.  That size will fit beautifully in luggage or a purse.  The premeasured sleeves of coffee crystals make the job easy to complete.

I would probably buy this product for friends that like decaf and I'd like to try the regular coffee to see how the taste stands up on that product as well.",Taster's Choice is Correct,1219881600,,,
196832,5,True,"02 15, 2015",A3G3NLQPG3QDM1,B0010SEVWO,Debby P,Love this company's line of products! These fine Brazil Nuts are no exception! The are very fresh and taste wonderful! Will come back for more.,Great Brazil Nuts!,1423958400,,"{'Size:': ' 2 Pounds', 'Flavor:': ' Conventional'}",
839643,5,True,"02 4, 2016",A30Z92I2M1FYOG,B00KSN9TME,Damon,"Do not buy this stuff.  My girlfriend got me hooked on these and now I have a 4 bar a day habit.

I start 12-step meetings Monday.",Like crack,1454544000,,,
579452,4,True,"10 17, 2017",A3DY9XAZDOQ5RM,B0077DMWO0,Diana D,Great flavor without adding salt,Great flavor,1508198400,,{'Size:': ' 50 Packets'},
518144,3,False,"03 27, 2011",A1FWM7UTRDOE7C,B005CUM8FI,Veronica,"When I bought this product I was hoping that it would actually taste like the peanut butter filling inside the actual candy but this peanut butter tastes just like a plain peanut butter, nothing that special.  It is a nice peanut butter but not really something I would buy again.  I much prefer the natural peanut butters as they have more of a peanut taste to them.  I think it is just because I have gotten so use to real peanut butter that my taste buds just don't get a thrill from this PB.  So don't expect this to be like the candy bar, because in no way does it come close to that, still its an ok PB.  I am glad that I tried it, but I am going to stick to the natural PB's and save this for the customers who actually love this stuff.",Not my cup of tea.,1301184000,,,
