,overall,vote,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,style,image
1642396,2,,True,"03 3, 2017",A3FIGVMSOH7MJP,B00PK4JUKW,Amazon Customer,"There is nothing advanced about this litter. I was hoping to get advanced odor control as the product statement, but that was not the case. I have 1 cat and I even purchased a brand new covered dome type litter box to try contain the odor. No better than any of the rest. Actually I have tired a few more brands there performed a little better.",Nothing advanced about this product,1488499200,"{'Size:': ' 1 / 30 Pound Box', 'Style:': ' Lightweight'}",
617203,1,,False,"01 1, 2017",A1J3D00CRNHKC3,B0017JBHMS,Cheri Mecum,SO DISAPPOINTED IN THIS PRODUCT-- WITHIN MINUTES THE ENDS ALL FELL OFF AND BONES SPLINTERING. I HAVE BOUGHT MANY RED BARN PRODUCTS THAT WERE GREAT QUALITY - THIS WAS NOT - ONE OF THEM.,SO DISAPPOINTED IN THIS PRODUCT-- WITHIN MINUTES THE ENDS ALL FELL ...,1483228800,{'Size:': ' 1-Pack'},
432328,4,,True,"12 6, 2015",A1LTRI9UKGJR3G,B000KV7ZGQ,Amazon Customer,Really liked this. The Rope did wear out (too much use?). I replaced it with a piece of rope I picked up at a hardware store. Still works great!,Really liked this. The Rope did wear out (too much ...,1449360000,{'Size:': ' Medium/Large'},
1678017,5,,True,"10 3, 2015",A34N2H291IJWYK,B00SWAWNIM,Kelley B.,"This product lasts much longer than most nylabone products. I have a master chewer and these will last them a couple of weeks. It really helps me with keeping their teeth clean. Also, we've noticed their breath is much more tolerable when we have these on hand. The only downside is that stepping on them hurts more than stepping on legos so you really have to keep an eye out for it, but worth it for happy, healthy dogs.",We love these!,1443830400,,
80802,5,,True,"12 5, 2014",A17MO85G1T2XMI,B0002AB9FS,Luann Johnson,Excellent product! Dogs skin and coat improved!,Five Stars,1417737600,"{'Size:': ' 32 ounce', 'Style:': ' Grizzly Salmon Oil for Dogs'}",
1877513,5,,False,"06 23, 2016",A1248JRIINWRTH,B01BI31VX2,A. Wilson,"I cannot be the only pet owner in the world who has experienced this:

My dog isn't into this wet food - but my cats LOVE it. Seriously, they like this better than most wet cat foods.

It has real chicken and broth, and is free of wheat, corn, soy and grain. Unlike with wet cat foods, this has a ton of broth and bits of chicken my older cats can eat. I use that as a topping to dry cat food. My fickle felines eat dry food they normally don't with this on there.

(My dog has now decided she needs the mixed food. The cats are enjoying it too much.)",Preferred by my cats...not my dog,1466640000,{'Size:': ' 2.75-Ounce'},
1399656,4,,True,"01 6, 2015",A137AJRYVEKLNY,B00DNVRUBK,sara,"Lasted a while... eventually they ripped it up. But I have two and they tug with all their toys, so...",Lasted a while... eventually they ripped it ...,1420502400,"{'Size:': ' Large', 'Color:': ' Yellow'}",
1372240,4,,True,"12 19, 2017",A2FVALI2LIK2F4,B00CLA0RVE,Sarina K,It's sturdy and looks great. For some reason my dog didn't really take to it though :-/,Four Stars,1513641600,"{'Size:': ' Small (17"" x 22"" x 7"")', 'Color:': ' Chocolate/Mesh'}",
7088,5,,True,"02 23, 2015",A13JNYTPCK2KR9,B000084ENJ,Linda K. Mosier,Fish favorite,Five Stars,1424649600,{'Size:': ' Medium 17.6 oz.'},
1076495,5,,True,"07 8, 2016",A31SIJRFZUS6SS,B004XLBVGE,mp,our dogs love these,Five Stars,1467936000,"{'Size:': ' 18-Ounce', 'Flavor Name:': ' Chicken Meatballs'}",
618556,5,,True,"07 18, 2013",A1IXMFH2Z6FJA6,B0017JG2NC,Miss Dash,"..but my little Pomeranian thinks he's so much bigger than he is, that he shows no fear for this huge rope!

He loves to play tug-of-war with me (I let him win-but I'll never tell him that!) and sometimes he'll just tackle the rope on his own.

I love that it's not only a toy, but doubles as a tooth-flossing device, too!

He doesn't care about that, though, he just loves to win!",This Rope Is Longer Than My Doggie...,1374105600,{'Size:': ' X-Large'},
1349265,5,,True,"10 12, 2014",A27T6BKTUN64LA,B00BYHMS5I,Chi E.,This is one of the best products I have bought through Amazon. Great size for 2 people. Works great. It is perfect for me as I have never had a pressure cooker before. It is easy to use and I have had no problem with it at all!!! I love it period!!!,Great Product,1413072000,"{'Size:': ' 4.2 Quart', 'Color:': ' Black'}",
1098889,3,,True,"08 29, 2017",A3J0G9XL7N7WDL,B0056ASTES,Ms. T,Cat loves it but I seem to be going through filters a little faster than i expected,Three Stars,1503964800,,
251720,5,,True,"11 30, 2012",A1SKUDJCKS5DWY,B000634MH8,Joy,"I own six cats and never have found a scratching post that either lasted a week or two, or that drew no interest from my cats.  Within an hour of setting up the SmartCat Post, a couple of my cats were stretched out fully scratching away.  Clawing at furniture stopped immediately, and I had tried so many sprays and sticky strips to make them stop ruining my furniture.  I realize cats are very opinionated, and yours might totally ignore the SmartCat Post.  I can only share my experience that my cats love it, my furniture destruction problem is solved, and the post is worth it's rather expensive cost.",Fabulous,1354233600,"{'Size:': ' 1 level', 'Color:': ' beige'}",
1500363,5,,True,"01 11, 2016",AM85KPOCUS4J1,B00IIJEE3O,Somebody&#039;s Nurse,"My kitty loves it, meow.",As described,1452470400,"{'Size:': ' 10.3 lbs.', 'Package Type:': ' Standard Packaging', 'Style:': ' Hairball Care'}",
1452753,5,,False,"02 13, 2018",A2AJGGC5K4UKM2,B00G3D8JL0,Snowbound,"Outstanding product.  It's cleared up a very nasty allergic reaction for my male corgi on his face, and my female gets irritation in her bum - and it's been extremely effective there too.  Now that I know I can get it without going through my vet (and paying twice as much), I'm using these wipes more frequently.  You don't want to overuse them though.  They're medicated.",Outstanding product. It's cleared up a very nasty allergic ...,1518480000,,
1418938,5,,True,"10 26, 2017",A3GV59RYIDZW9A,B00EAMUOU0,Beverly Foust,Great play toy for my two donkeys - strong and sturdy,Great toy for donkeys!,1508976000,"{'Size:': ' Large', 'Style:': ' Snake'}",
31177,5,,True,"09 3, 2013",A26Q3F04B9U3SV,B0001BV0OI,C. Vuichard,"THIS IS A WONDERFUL LITTER.  WITH THREE LARGE CATS, I NEED A LITTER THAT IS UNSCENTED AND VERY SCOOPABLE.  THIS PRODUCT DOES IT ALL.  I SCOOP THE LITTER PAN EVERY TIME I OBSERVE EITHER FECES OR URINE IN THE BOX.  SOMETIMES, MY CATS USE OVER  50# OF LITTER PER MONTH.  THAT IS BECAUSE I AM VERY FASTIDIOUS CONCERNING THEIR LITTER BOXES.",MY 3 CATS VOTE FOR THIS LITTER,1378166400,{'Size:': ' 40-Pounds'},
1093394,5,,True,"01 26, 2018",A2Q7V5EP0OKOQM,B0053HLAA4,Janet Galyean,My dog really likes this toy. Good product!!,Good product!,1516924800,,
1939778,5,,True,"03 18, 2017",A1DIKAOUW6B8E3,B01GSV4C8A,Amazon Customer,Great deal very fast shipped,Five Stars,1489795200,"{'Size:': ' Single Outlet (2.6 Watts)', 'Pattern:': ' Aquatic Quiet Series'}",
25988,5,,False,"08 24, 2016",A3DKM0STAF66Z5,B00009OLE2,Amazon Customer,"My dog likes it.

After the recommend period of mixing my senior dog (10 years old) will pass on treats to get to this dog food first.

He likes it.  There are no grains or other questionable ingredients... which makes me happy.

The one thing about this product is the price: 4 pounds for $18 (as of this writing). Similar products can be found for much less expense.","Expensive, but the dog likes it.",1471996800,"{'Size:': ' 4 lb', 'Flavor Name:': ' Grain Free Senior'}",
1801290,5,,True,"02 26, 2018",A5VQXDJJAOEDE,B014Q910W2,Carol Cummings,"Great antler for the money ,dogs very pleased with it",Five Stars,1519603200,,
1171845,5,,True,"05 26, 2016",A3N2B1976PMVNS,B0063PK6DM,Meri Shopper,"This is a wonderful product.  After both legs had ACL surgery, my lab developed arthritis in his left leg.  We took him to our Veterinarian who does both traditional and holistic veterinary medicine.  She put him on Nordic Naturals Omega-3-Pet along with trace minerals and it has helped him quite a bit.  I will be keeping him on the Omega-3-Pet for the rest of his life.  When he feels good, I feel good.  Nordic Naturals Omega-3-Pet helps him feel great.",He's feeling good again,1464220800,,
1434225,4,,True,"01 15, 2015",A31P0PD2NSE5F7,B00EUUK8C6,Katrina,"These bowls are cute and have held up through countless feedings and washings now. I have one in teal and one in the raspberry color and it makes it easier to keep my dogs' food straight (especially important since one has a highly restricted diet). One thing to note is that even though it says it is for 2 cups, the bowl really holds less food than that. These bowls are perfect for my dogs that get 1/3 cup food per meal. I wouldn't recommend it for anyone feeding more than a cup per feeding",These bowls are perfect for my dogs that get 1/3 cup food per ...,1421280000,"{'Size:': ' Small', 'Color:': ' Raspberry Pop'}",
349706,1,,True,"10 2, 2016",A2FWPC26G1YH36,B000CQXJMI,Judy,Not sharp returned,One Star,1475366400,,
1117706,5,,True,"08 30, 2015",A2WQNM3SUHEUV2,B005BV02N8,Lostinabook,"This does, effortlessly, what it was designed to do.",Great tool for a large dog!,1440892800,{'Size:': ' Jumbo'},
614171,3,2,True,"10 14, 2017",A16GW09WOXR7RS,B00176F466,Alanna,"My chinchillas absolutely love this ledge.
However, Im only giving this three stars because the ledge broke off of the screw not even a day later. It spins when they try to sit or stand on it.","Poor quality, but my chinchillas love it.",1507939200,{'Size:': ' Small'},"['https://images-na.ssl-images-amazon.com/images/I/71Nhak2A3aL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71Ni9Q8OAdL._SY88.jpg']"
7529,1,,True,"03 25, 2017",A3GBAX51ZUFLE2,B000084EJO,Dahlia,"I use this cat food all the time and have been ordering $17 which is ridiculous. I can get it cheaper at my local petstore,","Good product, price wayyyy to high",1490400000,,
1718770,4,,False,"09 30, 2015",A26A64X86VL1R4,B00WEIQ0AU,snowbrocade,"I researched this cat food before getting it because I am careful to feed my cats high protein low carbohydrate food.  Nutro has a good reputation so I considered it a likely candidate.  The parameters I follow are to keep the levels of carbohydrate to below 10%.  This keeps my cats healthy  and  slim with good energy.  I understand that the Nutro people say this food is no more than 4% carb.  Cats are not built to eat carbs especially grains.  These are listed as containing no grain.

Upon reading the ingredient they are of good quality, the first four ingredients are meat, liver and meat broth, then eggs, then vitamins and minerals.  There is some guar gum which is not really that great for cats but is almost impossible to avoid in cat food.  So I really can't take points off for this since it is ubiquitous-even some of the highest quality cat foods have it.  I mention it so that hopefully at some point it will be left out.

The cats like it and so that is the final deciding vote!  Overall a healthful food.",Low carb and grain-free!,1443571200,,
3835,5,,True,"06 4, 2016",A33822EIN8I8HI,B00006HI46,Lex M,the best bags !  less mess all around !  i will not use any other kind from now on,the best bags! less mess all around,1464998400,{'Style:': ' 100 Units'},
685894,5,,True,"03 2, 2018",A1NAESFQ8AZDAP,B0012KH0KA,Diana D.,My dogs love it - they go crazy!!,Crack for dogs!!!!,1519948800,"{'Size:': ' 25 oz. Pouch (Pack of 1)', 'Flavor Name:': ' Bacon'}",
13421,3,,True,"01 7, 2013",A2MSAEBO6V77VF,B000084E6V,Kimberly O&#039;Neal,"My dog loves this toy.  It's the one chew toy he actually goes to again and again.  I would give it 5 stars, but I looked down one day and the toy was headless.  Where the head went I have a pretty good guess.  So, I would recommend the toy with the caveat that if your dog is a determined chewer that you probably shouldn't leave him unsupervised with the toy for extended periods of time (such as the amount of time it would take him to behead it).",headless t-rex,1357516800,{'Size:': ' Single Dinosaur'},
181996,5,46,True,"10 28, 2015",A350TGJ3LGQ5G7,B0002DK26C,Ashley,"Just received our Tricky Treat Ball (large ) and our 10wk old German Shepherd puppy LOVES it! He is a fast eater, so we started giving him a portion of each meal by using the Tricky Treat Ball to help slow him down. Though it only took him about 15 minutes to clear 1/3 cup of kibble out, it has slowed him way down compared to his bowl. And watching him chase the ball around is adorable, too! He can be an aggressive chewer, so I don't plan on leaving the ball where he has unlimited access. However, this would probably be fine for mild or non-chewing dogs, the ball is made of what feels like a sturdy material. Would definitely buy this again!

UPDATE: Our puppy is now 15 weeks old and still loves the ball. We actually do leave it out all the time and it is showing no signs of wear & tear. And trust me - he LOVES to chew. He carries it around the house even when its empty. I would DEFINITELY recommend this to any dog parent.

2nd UPDATE: our GSD is now 7 months old and still love the ball. He plays with it all the time and it is still completely intact, no tears or missing pieces! He ""kills"" toys left and right, and this one is still hanging in there!",Tricky Treat Ball: A+!,1445990400,{'Size:': ' Large'},['https://images-na.ssl-images-amazon.com/images/I/71zMEBDO-5L._SY88.jpg']
